MILPScheduler, ExhaustiveStarScheduler, TercioScheduler, 
MILP: 31.451687938276592 Buffered: 41.53634014329304
4, 31.451687938276592, 40.998554653620154, 33.36114579180317, 
4, 32.01241317915707, 32.01241317915708, 33.325289484548485, 
4, 42.30287742825593, 42.30287742825593, 45.63434921543909, 
4, 30.789967178588935, 30.789967178588935, 30.789967178588935, 
4, 41.71756913060675, 41.71756913060674, 42.46041718175189, 
4, 41.76274841234484, 41.762748412344834, 41.762748412344834, 
4, 33.063183317529855, 33.063183317529855, 33.32668296008866, 
4, 41.53677335932102, 41.536773359321366, 42.38931509290225, 
4, 42.54387829747838, 42.543878297478486, 44.35324756324588, 
4, 42.24335873323724, 42.24335873323724, 43.226503084116345, 
4, 41.321449438118584, 41.32144943811858, 41.41602110782037, 
4, 42.956480160644105, 42.956480160644084, 43.600230260860954, 
4, 41.90167268057178, 41.901672680576176, 43.61608073389903, 
4, 31.93041975683535, 31.930419756835352, 31.930419756835352, 
4, 31.31234428622867, 31.312344286228814, 31.312344286228814, 
4, 34.23038175583715, 34.23038175583714, 35.61023283782184, 
4, 41.19485762082943, 41.194857620829424, 42.82716643886931, 
4, 41.124426837208354, 41.12442683720833, 41.26535870467572, 
4, 41.98454218049273, 41.98454218049277, 42.84370839250289, 
MILP: 31.530497950031222 Buffered: 41.69592295861519
4, 31.530497950031222, 32.098914080725535, 32.098914080725535, 
4, 42.34367782971539, 42.34367782971539, 42.784007369752544, 
4, 41.27011534942887, 41.27011534942895, 43.647889822821796, 
MILP: 32.03573307179407 Buffered: 42.639789607060436
4, 32.03573307179407, 33.76125910334522, 43.642124279363074, 
4, 41.06658969454758, 41.06658969454803, 41.4061729996252, 
4, 40.65436430135041, 40.65436430135056, 44.66703368605535, 
4, 41.825916191474825, 41.82591619147519, 41.82591619147519, 
4, 42.3035812957817, 42.3035812957817, 45.79491922612032, 
4, 40.78589866622108, 40.78589866622106, 41.228826482679395, 
4, 35.777089639341895, 35.77708963934185, 35.77708963934185, 
4, 31.355310893434563, 31.355310893434563, 44.30178493070968, 
4, 41.32930641086816, 41.32930641086812, 42.32909827185061, 
4, 42.14323472278719, 42.14323472278719, 45.84308034673439, 
4, 40.66619180623628, 40.66619180623627, 40.973900666214284, 
4, 42.878490714839494, 42.8784907148395, 42.8784907148395, 
4, 41.647203138604006, 41.64720313860401, 44.04753971193418, 
4, 41.407938052955615, 41.407938052955615, 41.460318128085675, 
4, 32.780480956166976, 32.78048095616699, 32.92168137259954, 
4, 42.048864299253836, 42.04886429925397, 43.3432580288846, 
4, 42.8629042884677, 42.862904288468165, 45.871068115546905, 
4, 31.373113297599502, 31.373113297599808, 31.754636173858586, 
4, 41.14991486996863, 41.14991486996863, 45.979413435208535, 
4, 40.870524716277785, 40.870524716277785, 42.00812856164301, 
4, 32.267239243234116, 32.26723924323408, 32.65144745476136, 
4, 43.05614916564184, 43.05614916564184, 43.05614916564184, 
4, 41.12291951210967, 41.12291951210982, 43.81903011522642, 
4, 41.393840975267864, 41.393840975267864, 41.5761377425729, 
MILP: 44.22033764782106 Buffered: 54.469173695929264
5, 44.22033764782106, 45.14845326874882, 58.4121818318347, 
5, 52.46466621569145, 52.46466621569144, 53.80096911196388, 
5, 43.253945091601906, 43.253945091601906, 52.31731582043537, 
5, 51.85577340522208, 51.85577340522582, 55.40649950346777, 
5, 41.48726928903193, 41.48726928903366, 42.151665127904565, 
5, 51.882662542724375, 51.882662542727125, 55.234969715902196, 
MILP: 41.69589224328194 Buffered: 52.03027666708202
5, 41.69589224328194, 51.51916118478685, 55.08005102017027, 
5, 32.00921730681433, 32.00921730681433, 33.286446020265636, 
MILP: 42.78636290341464 Buffered: 53.67345739594549
5, 42.78636290341464, 44.314713212076285, 44.314713212076285, 
5, 33.167838366962464, 33.16783836696247, 43.75068558621819, 
5, 46.27781297127436, 46.27781297127674, 50.04775156383918, 
5, 41.98140716011171, 41.98140716011301, 45.15312017540383, 
5, 42.450767777936846, 42.45076777793683, 44.83462562652146, 
5, 41.956413187345305, 41.95641318734517, 42.61006659947675, 
5, 41.222701185041466, 41.222701185046326, 60.21266657288369, 
5, 42.60125328260906, 42.60125328260951, 43.53868713054856, 
5, 42.323123852888706, 42.323123852890205, 44.87216300761888, 
5, 52.873612087774546, 52.87361208777613, 53.987063129005705, 
5, 43.686961955962396, 43.6869619559628, 46.91516796116946, 
5, 42.33027411907059, 42.330274119070786, 42.330274119070786, 
5, 32.47048425042098, 32.84425660987789, 42.56815470465114, 
5, 52.454651908199935, 52.45465190819988, 56.37224753177784, 
5, 43.64329650885627, 43.64329650885665, 47.21328759549736, 
5, 41.5043282522958, 41.504328252302926, 51.79202619947051, 
5, 53.54800910264754, 53.54800910264821, 57.77512607337777, 
5, 44.10596660452817, 44.10596660452817, 58.418837777174, 
5, 45.4428824533408, 45.4428824533408, 48.095739252211075, 
5, 41.19518998452482, 41.195189984524795, 44.88029588666894, 
5, 52.45102949999294, 52.451029500007955, 57.86524776521616, 
5, 51.631927779159476, 51.63192777916032, 54.82545696986632, 
5, 41.01512593760043, 41.01512593760103, 54.83179148818669, 
MILP: 41.23962814922493 Buffered: 57.206414367803504
5, 41.23962814922493, 44.436480449697875, 59.14426839771053, 
5, 32.43455097875831, 32.43455097875831, 32.838165532589215, 
5, 41.33724386737208, 41.33724386737208, 41.48247814456994, 
5, 41.67280638314751, 41.67280638314756, 44.31769289283477, 
MILP: 41.522586659843455 Buffered: 59.785421679521626
5, 41.522586659843455, 45.14841699628978, 62.03536301343491, 
5, 51.96108696344794, 51.96108696344786, 51.96108696344786, 
MILP: 42.533340084805374 Buffered: 53.209121584023386
5, 42.533340084805374, 42.854796212058574, 54.921664603966704, 
5, 52.04389785020702, 52.04389785020856, 56.456281187320826, 
MILP: 42.79705784627873 Buffered: 58.7072738833789
5, 42.79705784627873, 42.847478426198265, 43.351444413343174, 
5, 52.5271187145, 52.527118714503075, 60.501215684982114, 
5, 52.213305056782964, 52.213305056783014, 52.59241516954272, 
5, 41.33754970096223, 41.33754970096223, 44.53877174710728, 
5, 52.40820444344187, 52.408204443443765, 53.8899560788401, 
5, 52.36211265301442, 52.362112653017036, 53.208572499153405, 
5, 42.81535087753207, 42.81535087753207, 45.637719848224265, 
MILP: 42.17731594517649 Buffered: 52.50274536320127
5, 42.17731594517649, 46.27299383990041, 55.91451290701372, 
MILP: 44.32109992424226 Buffered: 54.65265042026907
5, 44.32109992424226, 45.88855191516902, 55.59761156903588, 
5, 42.067061620907104, 42.06706162090712, 53.519316611439606, 
5, 42.31361651074286, 42.3136165107431, 46.55440448090236, 
5, 53.221461512652155, 53.221461512652155, 54.89007895552427, 
MILP: 43.60705093654628 Buffered: 53.65184096026716
5, 43.60705093654628, 43.73382508600829, 44.44612953501657, 
5, 43.84799710158724, 44.52889702529025, 57.54918497968334, 
5, 40.37607663358044, 40.376076633580595, 46.11941450935996, 
MILP: 42.21629846822483 Buffered: 42.858267441870645
5, 42.21629846822483, 42.418697512150366, 42.59256484340218, 
5, 44.407992507630766, 44.40799250763115, 46.83428796654191, 
MILP: 40.826478857393795 Buffered: 50.909934687876586
5, 40.826478857393795, 40.826478857393795, 58.12273012527957, 
5, 51.55297353972028, 51.55297354498072, 53.57691537319187, 
5, 52.53615329571469, 52.53615329571471, 53.37385090030835, 
5, 42.24003167071453, 42.24003167071676, 53.81142548550175, 
5, 52.78863025503395, 52.78863025503746, 53.66628730593904, 
5, 51.87535152165513, 51.87535152165515, 54.09760261522779, 
MILP: 44.42707968395514 Buffered: 55.298130292052775
5, 44.42707968395514, 46.10567823879566, 58.274707078903695, 
5, 51.913199630698614, 51.91319963069857, 54.459505450089246, 
5, 51.81334451191102, 51.813344511916945, 53.34190359363223, 
5, 53.369434723446375, 53.369434723448514, 58.41080728603766, 
MILP: 41.111561308656604 Buffered: 51.76998202772983
5, 41.111561308656604, 41.111561308656604, 41.96925384993613, 
5, 41.45346382333453, 41.45346382333449, 53.193586961918044, 
5, 43.00761997325231, 43.007619973252766, 57.19199966273405, 
5, 31.327789414372578, 31.327789414372628, 32.705636656494335, 
MILP: 44.0469350729919 Buffered: 54.38596028818603
5, 44.0469350729919, 44.13817063818779, 45.77581619438186, 
MILP: 41.4014363867454 Buffered: 51.4430939514306
5, 41.4014363867454, 41.4014363867454, 51.21534241149617, 
5, 42.83333573952721, 42.833335739527215, 45.89964291792516, 
5, 51.087684511838226, 51.08768451184298, 51.456806322627784, 
MILP: 35.596842417148935 Buffered: 46.37463183605655
5, 35.596842417148935, 36.11277756178711, 50.364574575579354, 
MILP: 43.925719346237294 Buffered: 54.215337180584925
5, 43.925719346237294, 51.10808136593859, 55.273152060798346, 
5, 44.57290629962085, 44.572906299620854, 45.80298560869781, 
5, 51.45269400754852, 51.45269400755377, 54.70066238249289, 
MILP: 32.63854769841743 Buffered: 43.29918937525164
5, 32.63854769841743, 34.41711482869365, 50.49118056193269, 
MILP: 43.74083795124099 Buffered: 54.67451318835904
5, 43.74083795124099, 52.06087461364075, 58.94519395004029, 
5, 43.82713456496704, 43.82713456496704, 58.57100263502873, 
5, 41.506482288563625, 41.506482288567085, 44.580454576974375, 
5, 53.02034252048223, 53.02034252048223, 55.92004022985193, 
5, 42.36549822391754, 42.365498223921136, 42.57949842500449, 
5, 41.684646206284455, 41.68464620628446, 42.39369558433136, 
5, 33.82634206594442, 34.42420245036542, 45.48147504369886, 
5, 44.40494287934505, 44.40494287934504, 46.18314166931696, 
5, 53.07371365622256, 53.07371365622448, 56.96982658712686, 
MILP: 43.940008556002056 Buffered: 54.668617486085324
5, 43.940008556002056, 48.21477263467412, 55.105549835729235, 
5, 52.14197192526712, 52.14197192526709, 57.08923989323262, 
5, 42.93773886884136, 42.937738868841365, 58.384329824835405, 
5, 42.89533634622505, 42.89533634622505, 44.311309988720794, 
MILP: 41.632514103879736 Buffered: 51.649034059052816
5, 41.632514103879736, 41.63251410388045, 47.55616980588298, 
5, 41.52980788781164, 41.5298078878139, 60.2203685669797, 
MILP: 33.16043011239305 Buffered: 43.53806908622377
5, 33.16043011239305, 33.299118875248446, 43.81338090323298, 
5, 41.89986429777777, 41.89986429777777, 43.51988794510536, 
5, 41.812446196707356, 41.81244619670987, 42.855188644254504, 
5, 51.931047956616524, 51.931047956616524, 52.214681801450965, 
5, 41.26496049482415, 41.26496049482421, 43.58818507339231, 
MILP: 45.502934503931506 Buffered: 55.51690352836121
5, 45.502934503931506, 47.520611190823324, 58.25747731419862, 
6, 62.42382204237504, 62.42382204872622, 65.09959561855784, 
6, 62.51149619973594, 62.5114962060956, 65.16286948102307, 
6, 63.79883683977427, 63.79883683977589, 64.92486674616606, 
6, 62.691494822318425, 62.69149482231848, 66.73801540550237, 
MILP: 52.49585485155852 Buffered: 63.36340189403044
6, 52.49585485155852, 53.86728597883041, 67.4932270732999, 
6, 63.79506855517633, 63.795068555189886, 66.6338818660274, 
6, 62.171440839042496, 62.1714408390462, 68.2831764225897, 
6, 51.82961813550617, 51.82961814078921, 55.76820934484467, 
MILP: 52.41697735059086 Buffered: 62.43723953733553
6, 52.41697735059086, 53.96172428066974, 65.87003736643106, 
6, 62.41697516806539, 62.416975168076334, 64.94435794096137, 
6, 51.3647531021468, 51.364753102146786, 70.5617634687643, 
6, 62.44196216623048, 62.441962166234866, 68.1772391018672, 
6, 62.7442583439922, 62.74425834399635, 64.24346049100006, 
6, 63.542151017529655, 63.54215102398386, 67.38939486806984, 
6, 63.25281558085786, 63.25281558085817, 66.80400622336725, 
6, 62.46602888344875, 62.46602888345285, 69.18117734243434, 
6, 54.33650945355625, 54.33650945355626, 56.97370262670803, 
MILP: 53.13382761187604 Buffered: 64.13219068599777
